instance,p_original,replayed_probability,replayed_class,absolute_error
1008404,0.3706205098392496,0.37062050983924955,1,5.551115123125783e-17
1008461,0.2337788366313034,0.23377883663130347,6,8.326672684688674e-17
1008491,0.3708630931710858,0.37086309317108584,1,5.551115123125783e-17
1009520,0.4696550901875039,0.469655090187504,9,1.1102230246251565e-16
1010147,0.9834490415136858,0.9834490415136858,5,0.0
1010603,0.8501071610692742,0.8501071610692743,1,1.1102230246251565e-16
1012234,0.992863989444332,0.9928639894443322,6,2.220446049250313e-16
1012594,1.0,1.0,2,0.0
1012654,0.9940676477440032,0.9940676477440032,6,0.0
1012830,0.3726429225954045,0.3726429225954044,8,1.1102230246251565e-16
1014651,0.4015515640863635,0.4015515640863635,7,0.0
1016305,0.9657848723230564,0.9657848723230563,0,1.1102230246251565e-16
1019006,0.5722004205749657,0.5722004205749656,8,1.1102230246251565e-16
1033886,0.9678320653256364,0.9678320653256367,8,3.3306690738754696e-16
1038274,0.9940676477440032,0.9940676477440032,6,0.0
1041063,0.9927995520385972,0.9927995520385974,6,2.220446049250313e-16
1041775,0.9941073952305592,0.9941073952305592,6,0.0
1041957,0.8756003107307414,0.8756003107307413,9,1.1102230246251565e-16
1044387,0.8954022640950935,0.8954022640950935,9,0.0
1045682,0.4567446905011703,0.45674469050117034,0,5.551115123125783e-17
1045716,0.4136330696487577,0.4136330696487577,8,0.0
1046184,0.4421694349715093,0.4421694349715093,1,0.0
1046186,0.4421694349715092,0.4421694349715093,1,1.1102230246251565e-16
1046218,0.4125247293139082,0.4125247293139082,1,0.0
1046275,0.3966803537537238,0.3966803537537237,1,1.1102230246251565e-16
1046503,0.4645096373394999,0.46450963733949996,1,5.551115123125783e-17
1046682,0.4723194455385038,0.4723194455385039,0,1.1102230246251565e-16
1046933,0.4487723118119918,0.4487723118119918,1,0.0
1047324,0.4346729817197355,0.43467298171973545,1,5.551115123125783e-17
1047359,0.4225895712162957,0.42258957121629565,1,5.551115123125783e-17
1047411,0.4134810197755852,0.4134810197755852,0,0.0
1047484,0.4500716021705095,0.45007160217050945,1,5.551115123125783e-17
1047750,0.4477798308293058,0.44777983082930584,0,5.551115123125783e-17
1048013,0.4495031019457087,0.44950310194570875,1,5.551115123125783e-17
1048024,0.4521874498392352,0.4521874498392353,1,1.1102230246251565e-16
1048137,0.3949444211381914,0.39494442113819156,1,1.6653345369377348e-16
1048424,0.4018691655213179,0.4018691655213179,0,0.0
1048475,0.4544234213637748,0.45442342136377484,0,5.551115123125783e-17
1048616,0.4776128449857115,0.47761284498571155,1,5.551115123125783e-17
1048627,0.4370470666592529,0.4370470666592529,1,0.0
1048789,0.8151452628678599,0.8151452628678599,9,0.0
1048928,0.4905434397752967,0.49054343977529663,0,5.551115123125783e-17
1049130,0.4101583258884388,0.41015832588843876,1,5.551115123125783e-17
1049280,0.4646529038335055,0.4646529038335055,0,0.0
1049376,0.436270964336602,0.4362709643366019,1,1.1102230246251565e-16
1049729,0.4564542547906904,0.45645425479069046,0,5.551115123125783e-17
1050525,0.9742811628862362,0.9742811628862365,5,2.220446049250313e-16
1050619,0.670342045889357,0.670342045889357,5,0.0
1050647,0.9995194364401452,0.9995194364401453,4,1.1102230246251565e-16
1051271,0.831905532109434,0.831905532109434,8,0.0
1052485,0.7540496745790999,0.7540496745791,8,1.1102230246251565e-16
1053299,0.9941073952305592,0.9941073952305592,6,0.0
1055081,0.2466403004247796,0.2466403004247796,7,0.0
1055420,0.5009802845679064,0.5009802845679066,7,1.1102230246251565e-16
1056025,0.9928639894443322,0.9928639894443322,6,0.0
1057943,0.9937842773306832,0.9937842773306832,6,0.0
1058048,0.7451450104929057,0.7451450104929056,4,1.1102230246251565e-16
1059089,0.9930740023190776,0.9930740023190776,9,0.0
1060030,0.9933874482921996,0.9933874482921997,6,1.1102230246251565e-16
1060185,0.9940676477440032,0.9940676477440032,6,0.0
1061202,0.9476978816080986,0.9476978816080986,1,0.0
1064371,0.5917375178514562,0.5917375178514563,5,1.1102230246251565e-16
1064928,0.7305538198857068,0.7305538198857068,7,0.0
1065155,0.1978139253576624,0.1978139253576624,3,0.0
1067671,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1069485,0.4604383258008427,0.4604383258008427,4,0.0
1073332,0.996621973829488,0.9966219738294884,5,3.3306690738754696e-16
1073604,1.0,1.0,2,0.0
1074211,0.4406574175669118,0.4406574175669118,1,0.0
1078612,0.9999771118035626,0.9999771118035626,4,0.0
1081413,0.9936014257818684,0.9936014257818683,1,1.1102230246251565e-16
1083385,0.688025943767268,0.688025943767268,8,0.0
1088595,0.5704084373006636,0.5704084373006636,3,0.0
1089862,1.0,1.0,2,0.0
1090425,0.9025459195562848,0.9025459195562848,3,0.0
1102400,1.0,1.0,2,0.0
1110130,0.4799971474700106,0.47999714747001065,4,5.551115123125783e-17
1114370,0.4250146488937837,0.42501464889378376,1,5.551115123125783e-17
1118520,0.9993403434148048,0.9993403434148049,4,1.1102230246251565e-16
1124981,0.5322635623844623,0.5322635623844623,3,0.0
1125246,0.7323576954148145,0.7323576954148145,3,0.0
1126551,0.5548949878160643,0.5548949878160642,5,1.1102230246251565e-16
1127056,0.4262189280941403,0.4262189280941403,0,0.0
1127556,0.9861361879697612,0.986136187969761,9,2.220446049250313e-16
1130670,0.9803018687798192,0.9803018687798192,5,0.0
1131152,0.3919271025541673,0.3919271025541673,1,0.0
1131924,0.9784592648936948,0.9784592648936946,7,2.220446049250313e-16
1131975,0.6933696255572029,0.6933696255572027,6,2.220446049250313e-16
1137787,0.6754725952945165,0.6754725952945165,3,0.0
1139085,0.9646560594918308,0.9646560594918308,1,0.0
1140057,0.9784592648936946,0.9784592648936946,7,0.0
1145206,0.8151452628678598,0.8151452628678599,9,1.1102230246251565e-16
1148577,0.953124235162651,0.953124235162651,5,0.0
1148600,0.9938472259148868,0.9938472259148868,5,0.0
1148785,0.9970684560993942,0.9970684560993942,5,0.0
1152155,1.0,1.0,2,0.0
1155705,0.5039727864095892,0.5039727864095894,3,2.220446049250313e-16
1158565,0.9510213692898768,0.9510213692898769,3,1.1102230246251565e-16
1162444,0.4142545035339388,0.4142545035339388,3,0.0
1169185,0.9342407263958864,0.9342407263958864,5,0.0
1171242,0.9342407263958864,0.9342407263958864,5,0.0
1174845,0.938104012709039,0.9381040127090388,4,2.220446049250313e-16
1177713,0.943924566051037,0.943924566051037,5,0.0
1179262,0.4836414790885123,0.48364147908851224,7,5.551115123125783e-17
1181215,0.7714790946218743,0.7714790946218743,8,0.0
1182413,1.0,1.0,2,0.0
1183173,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1185595,0.9073622826508914,0.9073622826508914,6,0.0
1189420,0.9974861906138668,0.9974861906138668,9,0.0
1200517,0.9728450178419752,0.9728450178419752,4,0.0
1201022,0.7458762669572039,0.7458762669572039,3,0.0
1205080,0.6368338220215619,0.6368338220215619,3,0.0
1205409,0.6840317558697021,0.6840317558697019,6,2.220446049250313e-16
1206487,0.847476076224451,0.8474760762244512,6,2.220446049250313e-16
1208754,0.7450694206139359,0.7450694206139359,3,0.0
1213172,0.9981821489107328,0.9981821489107329,9,1.1102230246251565e-16
1217886,0.9175132932190292,0.9175132932190289,3,3.3306690738754696e-16
1232837,0.6819984572761167,0.6819984572761167,1,0.0
1236366,0.9869077800246078,0.9869077800246079,9,1.1102230246251565e-16
1238760,0.4714873237681286,0.4714873237681287,7,1.1102230246251565e-16
1238883,0.3602487150827077,0.3602487150827076,0,1.1102230246251565e-16
1241937,0.96333777954361,0.9633377795436101,8,1.1102230246251565e-16
1242397,0.5420270912642945,0.5420270912642946,7,1.1102230246251565e-16
1242761,0.9448974260090028,0.9448974260090028,3,0.0
1248049,0.4687860591380949,0.46878605913809496,4,5.551115123125783e-17
1250248,0.7192973528384633,0.7192973528384633,9,0.0
1254953,0.585331964846814,0.585331964846814,0,0.0
1259108,0.9861361879697612,0.986136187969761,9,2.220446049250313e-16
1259370,0.7469643829675248,0.7469643829675248,0,0.0
1259962,0.4834131277091129,0.4834131277091129,0,0.0
1260013,0.3779400916438637,0.3779400916438637,2,0.0
1260296,0.9784592648936948,0.9784592648936946,7,2.220446049250313e-16
1260439,0.4178442411682675,0.41784424116826757,4,5.551115123125783e-17
1261880,0.7372041412498631,0.7372041412498631,8,0.0
1267604,0.9788888247042812,0.9788888247042813,7,1.1102230246251565e-16
1267792,0.9695442868577472,0.9695442868577474,5,2.220446049250313e-16
1268735,0.9695442868577474,0.9695442868577474,5,0.0
1269983,0.6775379156613175,0.6775379156613175,3,0.0
1271970,0.4090857402075714,0.4090857402075714,0,0.0
1282649,0.7885832370470007,0.7885832370470007,3,0.0
1292187,0.6299336189795702,0.6299336189795702,1,0.0
1299541,0.4191321268372709,0.41913212683727097,0,5.551115123125783e-17
1305230,0.785963054992227,0.785963054992227,8,0.0
1308393,0.978360061498735,0.9783600614987349,8,1.1102230246251565e-16
1309489,0.9475908985606856,0.9475908985606858,6,2.220446049250313e-16
1313152,0.7779025522498315,0.7779025522498315,9,0.0
1313792,0.9687428897006284,0.9687428897006284,6,0.0
1324018,0.987614163106866,0.9876141631068661,1,1.1102230246251565e-16
1330003,0.7574994542458933,0.7574994542458934,1,1.1102230246251565e-16
1331263,0.8953616043524084,0.8953616043524086,8,2.220446049250313e-16
1331791,0.968752368646292,0.968752368646292,5,0.0
1342434,0.846970928369838,0.8469709283698379,8,1.1102230246251565e-16
1342709,0.8954022640950935,0.8954022640950935,9,0.0
1343503,0.9784592648936948,0.9784592648936946,7,2.220446049250313e-16
1343890,0.4818486363097655,0.4818486363097655,0,0.0
1344962,1.0,1.0,2,0.0
1347747,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1350973,0.7796702233736208,0.7796702233736207,5,1.1102230246251565e-16
1351932,0.9863858248577336,0.9863858248577339,5,2.220446049250313e-16
1353040,0.994651396025363,0.994651396025363,5,0.0
1354542,0.9448506982749352,0.9448506982749353,5,1.1102230246251565e-16
1355103,0.9840286075094624,0.9840286075094624,4,0.0
1358836,0.9784592648936944,0.9784592648936946,7,2.220446049250313e-16
1361311,0.9999635658552188,0.9999635658552188,4,0.0
1362406,0.6928879562845194,0.6928879562845193,3,1.1102230246251565e-16
1362439,0.7962568451565615,0.7962568451565615,9,0.0
1370283,0.4048442545056538,0.40484425450565387,1,5.551115123125783e-17
1372627,0.9784592648936948,0.9784592648936946,7,2.220446049250313e-16
1372841,1.0,1.0,2,0.0
1374096,0.946532160634442,0.9465321606344419,5,1.1102230246251565e-16
1377858,0.5975228953082142,0.5975228953082141,4,1.1102230246251565e-16
1379809,0.5173025665200975,0.5173025665200975,4,0.0
1380557,0.9784592648936946,0.9784592648936946,7,0.0
1388846,0.9974861906138668,0.9974861906138668,9,0.0
1392263,0.6094492660809558,0.609449266080956,4,1.1102230246251565e-16
1394195,0.5206783595489902,0.5206783595489902,3,0.0
1395109,0.8699018813242254,0.8699018813242254,8,0.0
1396760,0.965702435206492,0.9657024352064921,1,1.1102230246251565e-16
1409046,0.9788888247042812,0.9788888247042813,7,1.1102230246251565e-16
1410778,0.9974861906138668,0.9974861906138668,9,0.0
1412976,0.9784592648936946,0.9784592648936946,7,0.0
1418648,0.9636597061435584,0.9636597061435581,9,3.3306690738754696e-16
1428371,0.3580752637423425,0.35807526374234255,4,5.551115123125783e-17
1430270,0.9650602558017444,0.9650602558017444,9,0.0
1434509,0.4205921423822431,0.4205921423822433,1,2.220446049250313e-16
1434528,0.2767184321002243,0.2767184321002243,0,0.0
1434580,0.2723495421130479,0.27234954211304796,1,5.551115123125783e-17
1439384,0.8903077371045766,0.8903077371045763,8,2.220446049250313e-16
1439727,0.9744402243329122,0.9744402243329121,3,1.1102230246251565e-16
1440305,1.0,1.0,2,0.0
1441920,0.9901116590596052,0.9901116590596053,4,1.1102230246251565e-16
1449444,0.9342407263958864,0.9342407263958864,5,0.0
1449685,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1450893,0.6645497464991589,0.6645497464991589,6,0.0
1451451,0.9784592648936948,0.9784592648936946,7,2.220446049250313e-16
1452854,0.3221697714467493,0.3221697714467493,4,0.0
1454641,0.4328465182708838,0.4328465182708838,4,0.0
1454900,0.3649074079185066,0.3649074079185066,0,0.0
1455078,0.6312654801221786,0.6312654801221786,0,0.0
1455448,0.7523148960466577,0.7523148960466576,0,1.1102230246251565e-16
1455512,0.9076365206432446,0.9076365206432446,3,0.0
1455677,0.4531719328385375,0.4531719328385376,4,1.1102230246251565e-16
1455855,0.3867980771307889,0.38679807713078884,0,5.551115123125783e-17
1457411,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1458722,0.5235047206430652,0.5235047206430652,5,0.0
1460171,0.9674258174532016,0.9674258174532017,8,1.1102230246251565e-16
1460502,0.4337173423436563,0.43371734234365633,4,5.551115123125783e-17
1460835,0.6898009831879938,0.6898009831879935,5,2.220446049250313e-16
1461496,0.831905532109434,0.831905532109434,8,0.0
1463275,0.9960169580544556,0.9960169580544556,4,0.0
1463596,0.9970684560993942,0.9970684560993942,5,0.0
1465307,0.4915532468455413,0.4915532468455413,0,0.0
1465498,0.8461898837550228,0.8461898837550228,3,0.0
1466470,0.927541334927116,0.9275413349271159,8,1.1102230246251565e-16
1473607,0.3461721331930636,0.3461721331930635,1,1.1102230246251565e-16
1481108,0.9780691755084576,0.9780691755084576,5,0.0
1482471,0.966004898196394,0.966004898196394,8,0.0
1490660,1.0,1.0,2,0.0
1491512,0.5981483414200984,0.5981483414200984,3,0.0
1493757,0.4270649182752777,0.42706491827527787,6,1.6653345369377348e-16
1495286,0.8462390872677591,0.8462390872677591,1,0.0
1495300,1.0,1.0,2,0.0
1499743,0.8850449077828457,0.885044907782846,5,2.220446049250313e-16
1500724,0.966004898196394,0.966004898196394,8,0.0
1501150,0.7309709669421962,0.7309709669421962,6,0.0
1501463,0.561413957735946,0.5614139577359462,1,1.1102230246251565e-16
1502737,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1505997,0.9784592648936946,0.9784592648936946,7,0.0
1506711,0.4694726676703925,0.4694726676703926,4,1.1102230246251565e-16
1510232,0.9783600614987348,0.9783600614987349,8,1.1102230246251565e-16
1512639,1.0,1.0,2,0.0
1517400,0.9788888247042808,0.9788888247042813,7,4.440892098500626e-16
1521418,0.8662802578829926,0.8662802578829926,8,0.0
1522523,0.9460533822423935,0.9460533822423933,8,2.220446049250313e-16
1524528,0.9788888247042812,0.9788888247042813,7,1.1102230246251565e-16
1524875,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1531533,0.9992684955899892,0.9992684955899891,5,1.1102230246251565e-16
1533168,0.9383273877679622,0.9383273877679622,5,0.0
1533391,0.9474528135752268,0.9474528135752268,8,0.0
1535112,0.9988027525830054,0.9988027525830054,5,0.0
1535352,0.8648294638055153,0.8648294638055153,4,0.0
1536023,0.6366089894226061,0.6366089894226061,1,0.0
1538156,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1543429,0.9002997248378108,0.900299724837811,8,1.1102230246251565e-16
1547887,0.9940285248906232,0.9940285248906231,1,1.1102230246251565e-16
1549928,0.9975255798933732,0.9975255798933732,1,0.0
1556064,0.6007263243236607,0.6007263243236607,9,0.0
1561116,0.9307342198727724,0.9307342198727726,4,2.220446049250313e-16
1561316,0.9548474078057404,0.9548474078057403,4,1.1102230246251565e-16
1561587,0.6594338925459818,0.6594338925459818,8,0.0
1565899,0.3151827803938169,0.315182780393817,4,5.551115123125783e-17
1567369,0.6495343609474582,0.6495343609474582,4,0.0
1571748,0.7947430518670943,0.7947430518670945,0,2.220446049250313e-16
1574871,0.9101985590488536,0.9101985590488536,3,0.0
1577520,0.6514882549492808,0.6514882549492806,8,1.1102230246251565e-16
1578161,0.6210334425409381,0.621033442540938,8,1.1102230246251565e-16
1580263,0.7105964211591218,0.7105964211591218,1,0.0
1580943,0.9784592648936946,0.9784592648936946,7,0.0
1592204,0.7050980287799561,0.7050980287799561,4,0.0
1592540,0.9784592648936944,0.9784592648936946,7,2.220446049250313e-16
1599583,0.908936001209626,0.908936001209626,2,0.0
1603572,0.8341982662940849,0.8341982662940849,8,0.0
1607651,0.5567814244762919,0.5567814244762919,0,0.0
1609885,0.9992053825444546,0.9992053825444546,4,0.0
1610138,0.9126791691816498,0.9126791691816498,6,0.0
1611520,0.9972927183538772,0.9972927183538773,4,1.1102230246251565e-16
1615917,0.949556157903668,0.9495561579036682,4,2.220446049250313e-16
1630576,0.8663166942976487,0.8663166942976487,0,0.0
1630954,0.3395174690281431,0.33951746902814306,4,5.551115123125783e-17
1630974,0.4574549499835546,0.4574549499835546,3,0.0
1631161,0.3719290570840926,0.37192905708409263,3,5.551115123125783e-17
1631812,0.6108137575533908,0.6108137575533908,8,0.0
1632351,0.5576374800055175,0.5576374800055175,3,0.0
1635669,0.9784592648936946,0.9784592648936946,7,0.0
1638436,0.9515758847440924,0.9515758847440925,9,1.1102230246251565e-16
1639858,0.7733264959134238,0.7733264959134238,6,0.0
1640445,0.9788888247042812,0.9788888247042813,7,1.1102230246251565e-16
1640880,0.9784592648936948,0.9784592648936946,7,2.220446049250313e-16
1647670,0.9960167078753496,0.9960167078753496,4,0.0
1649062,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1649686,0.9930740023190776,0.9930740023190776,9,0.0
1650389,0.8319055321094341,0.831905532109434,8,1.1102230246251565e-16
1655343,0.935711792026956,0.935711792026956,6,0.0
1659391,0.9350294259381084,0.935029425938108,8,4.440892098500626e-16
1659520,0.8286760184095034,0.8286760184095034,6,0.0
1662917,1.0,1.0,2,0.0
1667269,0.5763676468817043,0.5763676468817043,6,0.0
1669264,0.9968849021685576,0.9968849021685577,4,1.1102230246251565e-16
1669817,0.5923696017468079,0.5923696017468079,5,0.0
1685876,1.0,1.0,2,0.0
1692963,0.9218588395314812,0.9218588395314812,6,0.0
1696280,1.0,1.0,2,0.0
1698295,0.5586508988361087,0.5586508988361087,7,0.0
1701819,1.0,1.0,2,0.0
1711475,0.9984296021652264,0.9984296021652264,4,0.0
1712824,0.4371450576455708,0.4371450576455708,0,0.0
1712869,0.4977532999015582,0.49775329990155825,1,5.551115123125783e-17
1712899,0.3613264970541152,0.3613264970541153,0,1.1102230246251565e-16
1713014,0.4092085584087347,0.4092085584087349,1,1.6653345369377348e-16
1718805,0.7096360560296507,0.7096360560296509,4,1.1102230246251565e-16
1723770,0.5496267462362084,0.5496267462362084,4,0.0
1724142,0.6440372407691995,0.6440372407691995,3,0.0
1724721,0.9341045075168302,0.93410450751683,9,1.1102230246251565e-16
1724735,0.8801488253394517,0.8801488253394516,6,1.1102230246251565e-16
1727775,0.9931062905659164,0.9931062905659163,6,1.1102230246251565e-16
1729193,0.9784592648936946,0.9784592648936946,7,0.0
1732218,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1733532,0.9678320653256364,0.9678320653256367,8,3.3306690738754696e-16
1733959,0.9667216142877448,0.9667216142877448,8,0.0
1735423,0.9055485480853652,0.9055485480853654,6,2.220446049250313e-16
1736916,0.5840304051223913,0.5840304051223913,4,0.0
1739598,1.0,1.0,2,0.0
1741245,0.6458490903006662,0.6458490903006662,3,0.0
1741743,0.999432818433484,0.9994328184334839,5,1.1102230246251565e-16
1742089,0.9739784284383828,0.9739784284383829,4,1.1102230246251565e-16
1744800,0.5866960904282285,0.5866960904282285,5,0.0
1745123,0.9158434480546404,0.9158434480546407,6,3.3306690738754696e-16
1750824,0.7457455992578018,0.7457455992578018,3,0.0
1751148,0.6563781390347081,0.6563781390347081,3,0.0
1752472,0.9166305222020816,0.9166305222020817,8,1.1102230246251565e-16
1757384,0.9968849021685576,0.9968849021685577,4,1.1102230246251565e-16
1761103,0.9342407263958864,0.9342407263958864,5,0.0
1764370,0.350594331288277,0.35059433128827705,3,5.551115123125783e-17
1764718,0.4765688820570844,0.4765688820570844,3,0.0
1766305,0.8439277185859453,0.8439277185859454,5,1.1102230246251565e-16
1766857,0.7082034829070952,0.7082034829070953,4,1.1102230246251565e-16
1767691,0.9986051091169728,0.9986051091169729,4,1.1102230246251565e-16
1768431,0.9105886029366248,0.9105886029366249,8,1.1102230246251565e-16
1769578,0.9640299387868008,0.9640299387868009,1,1.1102230246251565e-16
1770715,0.8866210308400078,0.8866210308400079,4,1.1102230246251565e-16
1772338,0.7508272201228715,0.7508272201228715,4,0.0
1774381,0.9515758847440924,0.9515758847440925,9,1.1102230246251565e-16
1775172,0.3772596573672584,0.37725965736725847,0,5.551115123125783e-17
1775211,1.0,1.0,2,0.0
1775238,0.7122411907736368,0.7122411907736366,8,2.220446049250313e-16
1776045,0.8954022640950935,0.8954022640950935,9,0.0
1780062,0.6438775346564942,0.6438775346564944,8,2.220446049250313e-16
1780608,0.992265410329818,0.9922654103298179,9,1.1102230246251565e-16
1781662,0.3203362008982368,0.3203362008982368,0,0.0
1781665,0.3203362008982367,0.3203362008982368,0,5.551115123125783e-17
1786394,0.7376849185460034,0.7376849185460034,6,0.0
1792043,0.5108701507888385,0.5108701507888385,7,0.0
1795765,0.9874483468401496,0.9874483468401494,5,2.220446049250313e-16
1795899,0.9803018687798192,0.9803018687798192,5,0.0
1799840,0.9788888247042812,0.9788888247042813,7,1.1102230246251565e-16
1800457,0.9479279780896948,0.9479279780896946,1,1.1102230246251565e-16
1801992,0.9601238642375732,0.9601238642375735,8,2.220446049250313e-16
1807777,0.999868026484266,0.9998680264842661,2,1.1102230246251565e-16
1810130,0.9280611471841244,0.9280611471841241,4,2.220446049250313e-16
1817762,0.9918543134039356,0.9918543134039355,4,1.1102230246251565e-16
1818275,0.825162823390975,0.825162823390975,5,0.0
1828041,0.8424631750768427,0.8424631750768427,5,0.0
1832170,0.978888824704281,0.9788888247042813,7,3.3306690738754696e-16
1832736,1.0,1.0,2,0.0
1833477,0.9547905701418732,0.9547905701418731,6,1.1102230246251565e-16
1834768,0.7697612084897447,0.7697612084897449,3,2.220446049250313e-16
1838825,0.6210334425409381,0.621033442540938,8,1.1102230246251565e-16
1848598,0.9784592648936946,0.9784592648936946,7,0.0
1851042,0.9995652101714448,0.9995652101714448,4,0.0
1852343,0.8947796642360728,0.894779664236073,5,2.220446049250313e-16
1852439,0.904249365025374,0.9042493650253742,9,2.220446049250313e-16
1853130,0.996959514587032,0.9969595145870319,9,1.1102230246251565e-16
1853426,0.8726657003920465,0.8726657003920464,4,1.1102230246251565e-16
1854085,0.936294809642808,0.9362948096428079,6,1.1102230246251565e-16
1859121,0.9868351035615764,0.9868351035615766,6,1.1102230246251565e-16
1860645,0.4379160590971784,0.4379160590971784,4,0.0
1865461,0.9674390610981196,0.9674390610981195,8,1.1102230246251565e-16
1868897,0.9788888247042812,0.9788888247042813,7,1.1102230246251565e-16
1871458,0.633205147188663,0.633205147188663,4,0.0
1877022,0.3408990815734926,0.34089908157349263,0,5.551115123125783e-17
1877091,0.4362639885802991,0.43626398858029913,1,5.551115123125783e-17
1877097,0.4144938685454314,0.4144938685454314,1,0.0
1877144,0.3948560266874477,0.3948560266874477,0,0.0
1877151,0.3545484972954501,0.3545484972954501,1,0.0
1877154,0.35454849729545,0.3545484972954501,1,1.1102230246251565e-16
1877212,0.3675023541304713,0.36750235413047116,0,1.1102230246251565e-16
1877215,0.3675023541304713,0.36750235413047116,0,1.1102230246251565e-16
1877227,0.4025666971474837,0.4025666971474838,1,5.551115123125783e-17
1878083,0.4017548769096049,0.40175487690960493,7,5.551115123125783e-17
1887795,1.0,1.0,2,0.0
1895274,0.963163772407086,0.9631637724070861,8,1.1102230246251565e-16
1895557,0.541587551825366,0.541587551825366,0,0.0
1895916,0.8762532719137718,0.876253271913772,1,2.220446049250313e-16
1896224,0.9834490415136856,0.9834490415136858,5,2.220446049250313e-16
1896250,0.3008692171515755,0.30086921715157555,0,5.551115123125783e-17
1896371,0.3196346073864627,0.3196346073864627,4,0.0
1897211,0.9972184490020508,0.9972184490020507,4,1.1102230246251565e-16
1899432,0.9784592648936946,0.9784592648936946,7,0.0
1901624,0.9959631982135048,0.9959631982135051,5,3.3306690738754696e-16
1904836,0.9963142722149092,0.9963142722149092,4,0.0
1904842,0.996425602922988,0.9964256029229881,9,1.1102230246251565e-16
1906012,0.9784592648936946,0.9784592648936946,7,0.0
1906418,0.8151452628678599,0.8151452628678599,9,0.0
1911217,0.9641514403730866,0.9641514403730866,4,0.0
1914309,0.5347313941872769,0.5347313941872769,4,0.0
1915879,0.7042910152992232,0.7042910152992233,8,1.1102230246251565e-16
1916191,0.961645647246582,0.961645647246582,4,0.0
1917532,0.9784592648936944,0.9784592648936946,7,2.220446049250313e-16
1924369,1.0,1.0,2,0.0
1926306,0.7702414835592758,0.7702414835592755,8,3.3306690738754696e-16
